,v2_term_x,description,v3_term,v2_term_y,unk,icd10_term,snomed_concept_id,icd10_code,category,concept_id_ph,concept_version_id_ph,phenotype_id,phenotype_version_id,phenotype_name,disease,description_ph
152,G22z.,Hypertensive renal disease NOS,Y2015,G22z.,XE0Ug,I129,284961000119106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
153,G22z.,Hypertensive renal disease NOS,Y2015,G22z.,XE0Ug,I129,50808002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
154,G22z.,Hypertensive renal disease NOS,Y2015,G22z.,XE0Ug,I129,194773000,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
155,G22z.,Hypertensive renal disease NOS,Y2015,G22z.,XE0Ug,I129,86341008,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
156,G22z.,Hypertensive renal disease NOS,Y2015,G22z.,XE0Ug,I129,14973001,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
157,G22z.,Hypertensive renal disease NOS,Y2015,G22z.,XE0Ug,I129,309861000000100,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
158,G342.,Atherosclerotic cardiovascular disease,YMAjY,G342.,G70..,I129,444977005,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
159,G342.,Atherosclerotic cardiovascular disease,YMAjY,G342.,G70..,I129,266228004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
160,G342.,Atherosclerotic cardiovascular disease,YMAjY,G342.,G70..,I129,56218007,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
161,G342.,Atherosclerotic cardiovascular disease,YMAjY,G342.,G70..,I129,284961000119106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
162,G342.,Atherosclerotic cardiovascular disease,YMAjY,G342.,G70..,I129,50808002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
163,G342.,Atherosclerotic cardiovascular disease,YMAjY,G342.,G70..,I129,194773000,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
164,G342.,Atherosclerotic cardiovascular disease,YMAjY,G342.,G70..,I129,86341008,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
165,G342.,Atherosclerotic cardiovascular disease,YMAjY,G342.,G70..,I129,14973001,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
166,G342.,Atherosclerotic cardiovascular disease,YMAjY,G342.,G70..,I129,309861000000100,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
167,G70..,Atherosclerosis,Y20EI,.G81.,G70..,I129,444977005,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
168,G70..,Atherosclerosis,Y20EI,.G81.,G70..,I129,266228004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
169,G70..,Atherosclerosis,Y20EI,.G81.,G70..,I129,56218007,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
170,G70..,Atherosclerosis,Y20EI,.G81.,G70..,I129,284961000119106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
171,G70..,Atherosclerosis,Y20EI,.G81.,G70..,I129,50808002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
172,G70..,Atherosclerosis,Y20EI,.G81.,G70..,I129,194773000,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
173,G70..,Atherosclerosis,Y20EI,.G81.,G70..,I129,86341008,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
174,G70..,Atherosclerosis,Y20EI,.G81.,G70..,I129,14973001,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
175,G70..,Atherosclerosis,Y20EI,.G81.,G70..,I129,309861000000100,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
176,K00..,Bright's disease,Y31dW,.J14.,X30I7,I129,444977005,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
177,K00..,Bright's disease,Y31dW,.J14.,X30I7,I129,266228004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
178,K00..,Bright's disease,Y31dW,.J14.,X30I7,I129,56218007,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
179,K00..,Bright's disease,Y31dW,.J14.,X30I7,I129,284961000119106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
180,K00..,Bright's disease,Y31dW,.J14.,X30I7,I129,50808002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
181,K00..,Bright's disease,Y31dW,.J14.,X30I7,I129,194773000,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
182,K00..,Bright's disease,Y31dW,.J14.,X30I7,I129,86341008,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
183,K00..,Bright's disease,Y31dW,.J14.,X30I7,I129,14973001,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
184,K00..,Bright's disease,Y31dW,.J14.,X30I7,I129,309861000000100,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
185,K00..,Bright's disease,Y31dW,K00..,X30I7,I129,444977005,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
186,K00..,Bright's disease,Y31dW,K00..,X30I7,I129,266228004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
187,K00..,Bright's disease,Y31dW,K00..,X30I7,I129,56218007,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
188,K00..,Bright's disease,Y31dW,K00..,X30I7,I129,284961000119106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
189,K00..,Bright's disease,Y31dW,K00..,X30I7,I129,50808002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
190,K00..,Bright's disease,Y31dW,K00..,X30I7,I129,194773000,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
191,K00..,Bright's disease,Y31dW,K00..,X30I7,I129,86341008,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
192,K00..,Bright's disease,Y31dW,K00..,X30I7,I129,14973001,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
193,K00..,Bright's disease,Y31dW,K00..,X30I7,I129,309861000000100,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
194,K138.,Vascular disorders of kidney,YMHx3,K138.,K138.,I129,444977005,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
195,K138.,Vascular disorders of kidney,YMHx3,K138.,K138.,I129,266228004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
196,K138.,Vascular disorders of kidney,YMHx3,K138.,K138.,I129,56218007,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
197,K138.,Vascular disorders of kidney,YMHx3,K138.,K138.,I129,284961000119106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
198,K138.,Vascular disorders of kidney,YMHx3,K138.,K138.,I129,50808002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
199,K138.,Vascular disorders of kidney,YMHx3,K138.,K138.,I129,194773000,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
200,K138.,Vascular disorders of kidney,YMHx3,K138.,K138.,I129,86341008,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
201,K138.,Vascular disorders of kidney,YMHx3,K138.,K138.,I129,14973001,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
202,K138.,Vascular disorders of kidney,YMHx3,K138.,K138.,I129,309861000000100,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
203,K138.,Renal vascular disorders,YMIn9,K138.,K138.,I129,444977005,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
204,K138.,Renal vascular disorders,YMIn9,K138.,K138.,I129,266228004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
205,K138.,Renal vascular disorders,YMIn9,K138.,K138.,I129,56218007,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
206,K138.,Renal vascular disorders,YMIn9,K138.,K138.,I129,284961000119106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
207,K138.,Renal vascular disorders,YMIn9,K138.,K138.,I129,50808002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
208,K138.,Renal vascular disorders,YMIn9,K138.,K138.,I129,194773000,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
209,K138.,Renal vascular disorders,YMIn9,K138.,K138.,I129,86341008,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
210,K138.,Renal vascular disorders,YMIn9,K138.,K138.,I129,14973001,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
211,K138.,Renal vascular disorders,YMIn9,K138.,K138.,I129,309861000000100,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
212,K1386,Renal vascular disease,Y31ie,K1386,K138.,I129,444977005,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
213,K1386,Renal vascular disease,Y31ie,K1386,K138.,I129,266228004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
214,K1386,Renal vascular disease,Y31ie,K1386,K138.,I129,56218007,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
215,K1386,Renal vascular disease,Y31ie,K1386,K138.,I129,284961000119106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
216,K1386,Renal vascular disease,Y31ie,K1386,K138.,I129,50808002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
217,K1386,Renal vascular disease,Y31ie,K1386,K138.,I129,194773000,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
218,K1386,Renal vascular disease,Y31ie,K1386,K138.,I129,86341008,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
219,K1386,Renal vascular disease,Y31ie,K1386,K138.,I129,14973001,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
220,K1386,Renal vascular disease,Y31ie,K1386,K138.,I129,309861000000100,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
221,G22..,Hypertensive renal disease,Y2011,.G33.,XE0Uf,I120,843821000000102,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
222,G22..,Hypertensive renal disease,Y2011,.G33.,XE0Uf,I120,324371000000106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
223,G22..,Hypertensive renal disease,Y2011,.G33.,XE0Uf,I120,194794002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
224,G22..,Hypertensive renal disease,Y2011,.G33.,XE0Uf,I120,445120004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
225,G22..,Hypertensive renal disease,Y2011,.G33.,XE0Uf,I120,236528009,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
226,G22..,Hypertensive renal disease,Y2011,G22..,XE0Uf,I120,843821000000102,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
227,G22..,Hypertensive renal disease,Y2011,G22..,XE0Uf,I120,324371000000106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
228,G22..,Hypertensive renal disease,Y2011,G22..,XE0Uf,I120,194794002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
229,G22..,Hypertensive renal disease,Y2011,G22..,XE0Uf,I120,445120004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
230,G22..,Hypertensive renal disease,Y2011,G22..,XE0Uf,I120,236528009,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
231,G22..,Nephrosclerosis,YMIOr,.G33.,XE0Uf,I120,843821000000102,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
232,G22..,Nephrosclerosis,YMIOr,.G33.,XE0Uf,I120,324371000000106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
233,G22..,Nephrosclerosis,YMIOr,.G33.,XE0Uf,I120,194794002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
234,G22..,Nephrosclerosis,YMIOr,.G33.,XE0Uf,I120,445120004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
235,G22..,Nephrosclerosis,YMIOr,.G33.,XE0Uf,I120,236528009,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
236,G22..,Nephrosclerosis,YMIOr,G22..,XE0Uf,I120,843821000000102,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
237,G22..,Nephrosclerosis,YMIOr,G22..,XE0Uf,I120,324371000000106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
238,G22..,Nephrosclerosis,YMIOr,G22..,XE0Uf,I120,194794002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
239,G22..,Nephrosclerosis,YMIOr,G22..,XE0Uf,I120,445120004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
240,G22..,Nephrosclerosis,YMIOr,G22..,XE0Uf,I120,236528009,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
241,G22z.,Hypertensive renal disease NOS,Y2015,G22z.,XE0Ug,I120,843821000000102,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
242,G22z.,Hypertensive renal disease NOS,Y2015,G22z.,XE0Ug,I120,324371000000106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
243,G22z.,Hypertensive renal disease NOS,Y2015,G22z.,XE0Ug,I120,194794002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
244,G22z.,Hypertensive renal disease NOS,Y2015,G22z.,XE0Ug,I120,445120004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
245,G22z.,Hypertensive renal disease NOS,Y2015,G22z.,XE0Ug,I120,236528009,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
246,K138.,Vascular disorders of kidney,YMHx3,K138.,K138.,I120,843821000000102,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
247,K138.,Vascular disorders of kidney,YMHx3,K138.,K138.,I120,324371000000106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
248,K138.,Vascular disorders of kidney,YMHx3,K138.,K138.,I120,194794002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
249,K138.,Vascular disorders of kidney,YMHx3,K138.,K138.,I120,445120004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
250,K138.,Vascular disorders of kidney,YMHx3,K138.,K138.,I120,236528009,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
251,K138.,Renal vascular disorders,YMIn9,K138.,K138.,I120,843821000000102,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
252,K138.,Renal vascular disorders,YMIn9,K138.,K138.,I120,324371000000106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
253,K138.,Renal vascular disorders,YMIn9,K138.,K138.,I120,194794002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
254,K138.,Renal vascular disorders,YMIn9,K138.,K138.,I120,445120004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
255,K138.,Renal vascular disorders,YMIn9,K138.,K138.,I120,236528009,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
256,K1386,Renal vascular disease,Y31ie,K1386,K138.,I120,843821000000102,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
257,K1386,Renal vascular disease,Y31ie,K1386,K138.,I120,324371000000106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
258,K1386,Renal vascular disease,Y31ie,K1386,K138.,I120,194794002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
259,K1386,Renal vascular disease,Y31ie,K1386,K138.,I120,445120004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
260,K1386,Renal vascular disease,Y31ie,K1386,K138.,I120,236528009,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
261,Kyu2.,[X]Renal failure,YMAQ2,Kyu2.,X30Io,I120,843821000000102,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
262,Kyu2.,[X]Renal failure,YMAQ2,Kyu2.,X30Io,I120,324371000000106,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
263,Kyu2.,[X]Renal failure,YMAQ2,Kyu2.,X30Io,I120,194794002,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
264,Kyu2.,[X]Renal failure,YMAQ2,Kyu2.,X30Io,I120,445120004,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
265,Kyu2.,[X]Renal failure,YMAQ2,Kyu2.,X30Io,I120,236528009,I12,Hypertension (3),C1229,3597,PH189,378,Hypertension,Hypertension,Hypertensive renal disease
266,G22..,Hypertensive renal disease,Y2011,.G33.,XE0Uf,I150,31992008,I15,Secondary hypertension (4),C1229,3597,PH189,378,Hypertension,Hypertension,Secondary hypertension
267,G22..,Hypertensive renal disease,Y2011,.G33.,XE0Uf,I150,44111003,I15,Secondary hypertension (4),C1229,3597,PH189,378,Hypertension,Hypertension,Secondary hypertension
268,G22..,Hypertensive renal disease,Y2011,.G33.,XE0Uf,I150,845891000000103,I15,Secondary hypertension (4),C1229,3597,PH189,378,Hypertension,Hypertension,Secondary hypertension
