,v2_term_x,description,v3_term,v2_term_y,unk,icd10_term,snomed_concept_id
314,12FZ.,FH: Genitourinary dis. NOS,Ya02B,12FZ.,XE0oQ,Z842,160392000
315,12FZ.,FH: Genitourinary dis. NOS,Ya02B,12FZ.,XE0oQ,Z842,430808009
316,12FZ.,FH: Genitourinary dis. NOS,Ya02B,12FZ.,XE0oQ,Z842,160393005
317,12FZ.,FH: Genitourinary dis. NOS,Ya02B,12FZ.,XE0oQ,Z842,315830001
318,12b..,Family history of female genital mutilation,YawrW,12b..,Xab24,Z842,160392000
319,12b..,Family history of female genital mutilation,YawrW,12b..,Xab24,Z842,430808009
320,12b..,Family history of female genital mutilation,YawrW,12b..,Xab24,Z842,160393005
321,12b..,Family history of female genital mutilation,YawrW,12b..,Xab24,Z842,315830001
322,12ZZ.,FH: Consanguinity,Ya03N,.12ZZ,12ZZ.,Z843,398031000000109
323,1335.,Widowed,Y7DqK,.1335,1335.,Z634,316374004
324,133C.,Widower,Y7DqR,.133C,133C.,Z634,316374004
325,13L8.,Relative dying,Yan2M,.13L8,XaJty,Z634,316374004
326,13L8.,Relative dying,Yan2M,13L8.,XaJty,Z634,316374004
327,13M..,Family bereavement,Y7Dhz,.13M.,13M..,Z634,316374004
328,13M..,Death of family member,Y7Di1,.13M.,13M..,Z634,316374004
329,13M1.,Death of spouse,Y7Di3,.13M1,13M1.,Z634,316374004
330,13M2.,Death of infant,Y7Di4,.13M2,13M2.,Z634,316374004
331,13M5.,Death of son,Y7Di6,.13M5,13M5.,Z634,316374004
332,13M6.,Death of daughter,Y7Di7,.13M6,13M6.,Z634,316374004
333,13M7.,Death of father,Y7Di8,.13M7,13M7.,Z634,316374004
334,13M8.,Death of mother,Y7Di9,.13M8,13M8.,Z634,316374004
335,13M9.,Death of brother,Y7DiA,.13M9,13M9.,Z634,316374004
336,13MA.,Death of sister,Y7DiB,.13MA,13MA.,Z634,316374004
337,13MC.,Death of sibling,Ya3qs,.13MC,13MC.,Z634,316374004
338,13MD.,Death of child,YaVsS,.13MD,13MD.,Z634,316374004
339,13MF.,Death of partner,Yakmn,.13MF,XaINl,Z634,316374004
340,13MF.,Death of partner,Yakmn,13MF.,XaINl,Z634,316374004
341,13MG.,Death of wife,Yakse,.13MG,XaIRH,Z634,316374004
342,13MG.,Death of wife,Yakse,13MG.,XaIRH,Z634,316374004
343,13MH.,Husband died,YaVIg,.13MH,Xa7nt,Z634,316374004
344,13MH.,Husband died,YaVIg,13MH.,Xa7nt,Z634,316374004
345,13MI.,Death of husband,YalLD,.13MI,Xa7nt,Z634,316374004
346,13MI.,Death of husband,YalLD,13MI.,Xa7nt,Z634,316374004
347,13MZ.,Death of relative,Y7Di0,.13MZ,13M..,Z634,316374004
348,13MZ.,Death of relative,Y7Di0,13MZ.,13M..,Z634,316374004
349,1364.,Moderate drinker - 3-6u/day,Y7Dop,.1364,1364.,Z721,416381000000102
350,1365.,Heavy drinker - 7-9u/day,Y7Doq,.1365,1365.,Z721,416381000000102
351,136O.,Moderate drinker,YMD0s,.136O,Ub0lM,Z721,416381000000102
352,136O.,Moderate drinker,YMD0s,136O.,Ub0lM,Z721,416381000000102
353,136P.,Heavy drinker,YMD0u,.136P,Ub0lO,Z721,416381000000102
354,136P.,Heavy drinker,YMD0u,136P.,Ub0lO,Z721,416381000000102
355,ZV4KC,[V] Alcohol use,YaaVM,ZV4KC,XaBDY,Z721,416381000000102
356,136R.,Binge drinker,YMD1j,.136R,Ub0ly,F100,191492000
357,136R.,Binge drinker,YMD1j,136R.,Ub0ly,F100,191492000
358,E030.,Acute confusional state,Y017K,.E141,XE1Xv,F100,191492000
359,E030.,Acute confusional state,Y017K,E030.,XE1Xv,F100,191492000
360,E030.,Delirium - acute organic,Y017I,E030.,XE1Xv,F100,191492000
361,E031.,Delirium - subacute organic,Y017X,E031.,E031.,F100,191492000
362,E250.,Drunkenness NOS,Y01A2,E250.,X00Ro,F100,191492000
363,E250.,Hangover (alcohol),YMK1E,E250.,X007p,F100,191492000
364,E250.,Inebriety NOS,Y01A1,E250.,X00Rn,F100,191492000
365,Eu100,[X]Acute alcoholic drunkenness,YMINC,Eu100,Eu100,F100,191492000
366,136S.,Hazardous alcohol use,Yao2X,.136S,XaKvA,F101,11387009
367,136S.,Hazardous alcohol use,Yao2X,136S.,XaKvA,F101,11387009
368,136T.,Harmful alcohol use,Yao2Y,.136T,XaKvB,F101,11387009
369,136T.,Harmful alcohol use,Yao2Y,136T.,XaKvB,F101,11387009
370,136W.,Alcohol misuse,YaqpI,.136W,Xa1yZ,F101,11387009
371,136W.,Alcohol misuse,YaqpI,136W.,Xa1yZ,F101,11387009
372,1V00.,Occasional drug user,YSBF2,.1V00,XS79h,F101,11387009
373,1V00.,Occasional drug user,YSBF2,1V00.,XS79h,F101,11387009
374,E250.,Nondependent alcohol abuse,Y019U,E250.,XE1YX,F101,11387009
375,E250.,Intoxication - alcohol,YMIMr,E250.,XE1YX,F101,11387009
376,136W.,Alcohol misuse,YaqpI,.136W,Xa1yZ,Z864,371422002
377,136W.,Alcohol misuse,YaqpI,136W.,Xa1yZ,Z864,371422002
378,1377.,Ex-trivial smoker (<1/day),YMII0,.1377,1377.,Z864,371422002
379,1377.,Ex-trivial smoker (<1/day),YMII0,.1377,XE0oj,Z864,371422002
380,1378.,Ex-light smoker (1-9/day),YMII1,.1378,1378.,Z864,371422002
381,1378.,Ex-light smoker (1-9/day),YMII1,.1378,XE0ok,Z864,371422002
382,1379.,Ex-moderate smoker (10-19/day),YMII2,.1379,1379.,Z864,371422002
383,1379.,Ex-moderate smoker (10-19/day),YMII2,.1379,XE0ol,Z864,371422002
384,137A.,Ex-heavy smoker (20-39/day),YMII3,.137A,137A.,Z864,371422002
385,137A.,Ex-heavy smoker (20-39/day),YMII3,.137A,XE0om,Z864,371422002
386,137B.,Ex-very heavy smoker (40+/day),YMII4,.137B,137B.,Z864,371422002
387,137B.,Ex-very heavy smoker (40+/day),YMII4,.137B,XE0on,Z864,371422002
388,137F.,Ex-smoker - amount unknown,YMII5,.137F,137F.,Z864,371422002
389,137K.,Stopped smoking,Y7DoX,.137K,137K.,Z864,371422002
390,137K0,Recently stopped smoking,YatUm,137K0,XaQzw,Z864,371422002
391,137N.,Ex pipe smoker,YMJgN,.137N,137N.,Z864,371422002
392,137N.,Ex pipe smoker,YMJgN,137N.,137N.,Z864,371422002
393,137O.,Ex cigar smoker,YMJgO,.137O,137O.,Z864,371422002
394,137O.,Ex cigar smoker,YMJgO,137O.,137O.,Z864,371422002
395,137S.,Ex smoker,YMJgP,.137S,Ub1na,Z864,371422002
396,137S.,Ex smoker,YMJgP,137S.,Ub1na,Z864,371422002
397,137j.,Ex-cigarette smoker,Ya3EZ,.137j,Xa1bv,Z864,371422002
398,137j.,Ex-cigarette smoker,Ya3EZ,137j.,Xa1bv,Z864,371422002
399,137l.,Ex roll-up cigarette smoker,Yasjl,.137l,XaQ8V,Z864,371422002
400,137l.,Ex roll-up cigarette smoker,Yasjl,137l.,XaQ8V,Z864,371422002
401,13cJ.,Previously injecting drug user,Yanwp,.13cJ,XaKcY,Z864,371422002
402,13cJ.,Previously injecting drug user,Yanwp,13cJ.,XaKcY,Z864,371422002
403,1463.,H/O: drug dependency,Ya04E,.1463,1463.,Z864,371422002
404,146E.,H/O: recreational drug use,Yam5C,.146E,XaJ7t,Z864,371422002
405,146E.,H/O: recreational drug use,Yam5C,146E.,XaJ7t,Z864,371422002
406,146F.,H/O: drug abuse,Yamy1,.146F,XaJr0,Z864,371422002
407,146F.,H/O: drug abuse,Yamy1,146F.,XaJr0,Z864,371422002
408,1T...,History of substance misuse,Yaq0O,.1T..,XaMyB,Z864,371422002
409,1T...,History of substance misuse,Yaq0O,1T...,XaMyB,Z864,371422002
410,1T0..,H/O heroin misuse,YapiI,.1T0.,XaMgO,Z864,371422002
411,1T0..,H/O heroin misuse,YapiI,1T0..,XaMgO,Z864,371422002
412,1T02.,Previous history of heroin misuse,Yapgj,1T02.,XaMfL,Z864,371422002
413,1T1..,H/O methadone misuse,YapgL,.1T1.,XaMf3,Z864,371422002
414,1T1..,H/O methadone misuse,YapgL,1T1..,XaMf3,Z864,371422002
415,1T13.,Previous history of methadone misuse,Yapgp,1T13.,XaMfQ,Z864,371422002
416,1T2..,H/O ecstasy misuse,YapiJ,.1T2.,XaMgP,Z864,371422002
417,1T2..,H/O ecstasy misuse,YapiJ,1T2..,XaMgP,Z864,371422002
418,1T23.,Previous history of ecstasy misuse,Yapgu,1T23.,XaMfU,Z864,371422002
419,1T3..,H/O benzodiazepine misuse,YapgM,.1T3.,XaMf4,Z864,371422002
420,1T3..,H/O benzodiazepine misuse,YapgM,1T3..,XaMf4,Z864,371422002
421,1T33.,Previous history of benzodiazepine misuse,Yapgf,1T33.,XaMfI,Z864,371422002
422,1T4..,H/O amphetamine misuse,YapgN,.1T4.,XaMf5,Z864,371422002
423,1T4..,H/O amphetamine misuse,YapgN,1T4..,XaMf5,Z864,371422002
424,1T43.,Previous history of amphetamine misuse,Yaph1,1T43.,XaMfY,Z864,371422002
425,1T5..,H/O cocaine misuse,YapgQ,.1T5.,XaMf6,Z864,371422002
426,1T5..,H/O cocaine misuse,YapgQ,1T5..,XaMf6,Z864,371422002
427,1T53.,Previous history of cocaine misuse,YaphS,1T53.,XaMfo,Z864,371422002
428,1T6..,H/O crack cocaine misuse,YapgR,.1T6.,XaMf7,Z864,371422002
429,1T6..,H/O crack cocaine misuse,YapgR,1T6..,XaMf7,Z864,371422002
430,1T63.,Previous history of crack cocaine misuse,YaphZ,1T63.,XaMfs,Z864,371422002
431,1T7..,H/O hallucinogen misuse,YapgS,.1T7.,XaMf8,Z864,371422002
432,1T7..,H/O hallucinogen misuse,YapgS,1T7..,XaMf8,Z864,371422002
433,1T73.,Previous history of hallucinogen misuse,Yaphh,1T73.,XaMfw,Z864,371422002
434,1T8..,H/O cannabis misuse,YapgT,.1T8.,XaMf9,Z864,371422002
435,1T8..,H/O cannabis misuse,YapgT,1T8..,XaMf9,Z864,371422002
436,1T83.,Previous history of cannabis misuse,Yaphv,1T83.,XaMg4,Z864,371422002
437,1T9..,H/O solvent misuse,YapgU,.1T9.,XaMfA,Z864,371422002
438,1T9..,H/O solvent misuse,YapgU,1T9..,XaMfA,Z864,371422002
439,1T93.,Previous history of solvent misuse,Yapi0,1T93.,XaMg8,Z864,371422002
440,1TA..,H/O barbiturate misuse,YapgV,.1TA.,XaMfB,Z864,371422002
441,1TA..,H/O barbiturate misuse,YapgV,1TA..,XaMfB,Z864,371422002
442,1TA3.,Previous history of barbiturate misuse,Yaphp,1TA3.,XaMg0,Z864,371422002
443,1TB3.,Previous history of major tranquilliser misuse,Yaph9,1TB3.,XaMfc,Z864,371422002
444,1TC..,H/O anti-depressant misuse,YapgX,.1TC.,XaMfD,Z864,371422002
445,1TC..,H/O anti-depressant misuse,YapgX,1TC..,XaMfD,Z864,371422002
446,1TC3.,Previous history of anti-depressant misuse,YaphH,1TC3.,XaMfg,Z864,371422002
447,1TD..,H/O opiate misuse,YapgY,.1TD.,XaMfE,Z864,371422002
448,1TD..,H/O opiate misuse,YapgY,1TD..,XaMfE,Z864,371422002
449,1TD3.,Previous history of opiate misuse,YaphN,1TD3.,XaMfk,Z864,371422002
450,1TG..,H/O novel psychoactive substance misuse,Yaxm9,1TG..,XabzE,Z864,371422002
451,1V26.,Misused drugs in past,YMD2o,.1V26,Ub0ms,Z864,371422002
452,1V26.,Misused drugs in past,YMD2o,1V26.,Ub0ms,Z864,371422002
453,2126C,Alcohol dependence resolved,YaxAb,2126C,XabN7,Z864,371422002
454,ZV113,[V]Problems related to lifestyle alcohol use,YMKPU,ZV113,ZV113,Z864,371422002
455,137P.,Cigarette smoker,Y7Doc,.137P,XE0oq,F172,191888003
456,137P.,Cigarette smoker,Y7Doc,137P.,XE0oq,F172,191888003
457,137P.,Smoker,Y7Dod,137P.,137R.,F172,191888003
458,137P.,Smoker,Y7Dod,Ua28x,137R.,F172,191888003
459,137P.,Smoker,Y7Dod,XE0oq,137R.,F172,191888003
460,137R.,Current smoker,YaW3J,.137R,137R.,F172,191888003
461,E24..,Drug dependence,Y01A8,.E44.,Xa9B1,F172,191888003
462,E24..,Drug addiction,Y01A9,.E44.,Xa9B1,F172,191888003
463,E251.,Tobacco dependence,Y01AA,.E46.,E251.,F172,191888003
464,13CC.,Immobile,Y7GM8,.13CC,3980.,R263,416111000000107
465,13CC.,Immobile,Y7GM8,.3980,3980.,R263,416111000000107
466,13CC.,Immobile,Y7GM8,13CC.,3980.,R263,416111000000107
467,3980.,Immobile,Y7GM8,.13CC,3980.,R263,416111000000107
468,3980.,Immobile,Y7GM8,.3980,3980.,R263,416111000000107
469,3980.,Immobile,Y7GM8,13CC.,3980.,R263,416111000000107
470,13CE.,Mobility poor,Y7DnY,.13CE,13CE.,R263,416111000000107
471,R00C.,[D]Immobility,Yav0o,R00C.,3980.,R263,416111000000107
472,ZV4L0,[V] Poor mobility,YMISL,ZV4L0,ZV4L0,R263,416111000000107
473,13CE.,Mobility poor,Y7DnY,.13CE,13CE.,R268,250025004
474,13CE.,Mobility poor,Y7DnY,.13CE,13CE.,R268,281016006
475,13CE.,Mobility poor,Y7DnY,.13CE,13CE.,R268,304304009
476,13CE.,Mobility poor,Y7DnY,.13CE,13CE.,R268,163691003
477,13CE.,Mobility poor,Y7DnY,.13CE,13CE.,R268,304199000
478,13CE.,Mobility poor,Y7DnY,.13CE,13CE.,R268,250016005
479,13CE.,Mobility poor,Y7DnY,.13CE,13CE.,R268,304331007
480,1B5..,Unsteady symptom,Y7F10,.1B5.,XM04S,R268,250025004
481,1B5..,Unsteady symptom,Y7F10,.1B5.,XM04S,R268,281016006
482,1B5..,Unsteady symptom,Y7F10,.1B5.,XM04S,R268,304304009
483,1B5..,Unsteady symptom,Y7F10,.1B5.,XM04S,R268,163691003
484,1B5..,Unsteady symptom,Y7F10,.1B5.,XM04S,R268,304199000
485,1B5..,Unsteady symptom,Y7F10,.1B5.,XM04S,R268,250016005
486,1B5..,Unsteady symptom,Y7F10,.1B5.,XM04S,R268,304331007
487,1B5..,Unsteady symptom,Y7F10,1B5..,XM04S,R268,250025004
488,1B5..,Unsteady symptom,Y7F10,1B5..,XM04S,R268,281016006
489,1B5..,Unsteady symptom,Y7F10,1B5..,XM04S,R268,304304009
490,1B5..,Unsteady symptom,Y7F10,1B5..,XM04S,R268,163691003
491,1B5..,Unsteady symptom,Y7F10,1B5..,XM04S,R268,304199000
492,1B5..,Unsteady symptom,Y7F10,1B5..,XM04S,R268,250016005
493,1B5..,Unsteady symptom,Y7F10,1B5..,XM04S,R268,304331007
494,2996.,O/E - steppage gait,YM0I9,.2996,2996.,R268,250025004
495,2996.,O/E - steppage gait,YM0I9,.2996,2996.,R268,281016006
496,2996.,O/E - steppage gait,YM0I9,.2996,2996.,R268,304304009
497,2996.,O/E - steppage gait,YM0I9,.2996,2996.,R268,163691003
498,2996.,O/E - steppage gait,YM0I9,.2996,2996.,R268,304199000
499,2996.,O/E - steppage gait,YM0I9,.2996,2996.,R268,250016005
500,2996.,O/E - steppage gait,YM0I9,.2996,2996.,R268,304331007
501,2998.,O/E - limping gait,YM0IB,.2998,2998.,R268,250025004
502,2998.,O/E - limping gait,YM0IB,.2998,2998.,R268,281016006
503,2998.,O/E - limping gait,YM0IB,.2998,2998.,R268,304304009
504,2998.,O/E - limping gait,YM0IB,.2998,2998.,R268,163691003
505,2998.,O/E - limping gait,YM0IB,.2998,2998.,R268,304199000
506,2998.,O/E - limping gait,YM0IB,.2998,2998.,R268,250016005
507,2998.,O/E - limping gait,YM0IB,.2998,2998.,R268,304331007
508,2999.,Toe-walking gait,Y7F2n,.2999,X76pJ,R268,250025004
509,2999.,Toe-walking gait,Y7F2n,.2999,X76pJ,R268,281016006
510,2999.,Toe-walking gait,Y7F2n,.2999,X76pJ,R268,304304009
511,2999.,Toe-walking gait,Y7F2n,.2999,X76pJ,R268,163691003
512,2999.,Toe-walking gait,Y7F2n,.2999,X76pJ,R268,304199000
513,2999.,Toe-walking gait,Y7F2n,.2999,X76pJ,R268,250016005
514,2999.,Toe-walking gait,Y7F2n,.2999,X76pJ,R268,304331007
515,2999.,Toe-walking gait,Y7F2n,2999.,X76pJ,R268,250025004
516,2999.,Toe-walking gait,Y7F2n,2999.,X76pJ,R268,281016006
517,2999.,Toe-walking gait,Y7F2n,2999.,X76pJ,R268,304304009
518,2999.,Toe-walking gait,Y7F2n,2999.,X76pJ,R268,163691003
519,2999.,Toe-walking gait,Y7F2n,2999.,X76pJ,R268,304199000
520,2999.,Toe-walking gait,Y7F2n,2999.,X76pJ,R268,250016005
521,2999.,Toe-walking gait,Y7F2n,2999.,X76pJ,R268,304331007
522,299A.,O/E - antalgic gait,Yaxpt,299A.,Xac99,R268,250025004
523,299A.,O/E - antalgic gait,Yaxpt,299A.,Xac99,R268,281016006
524,299A.,O/E - antalgic gait,Yaxpt,299A.,Xac99,R268,304304009
525,299A.,O/E - antalgic gait,Yaxpt,299A.,Xac99,R268,163691003
526,299A.,O/E - antalgic gait,Yaxpt,299A.,Xac99,R268,304199000
527,299A.,O/E - antalgic gait,Yaxpt,299A.,Xac99,R268,250016005
528,299A.,O/E - antalgic gait,Yaxpt,299A.,Xac99,R268,304331007
529,29LB.,Unable to balance,Ya3vh,.29LB,Xa23O,R268,250025004
530,29LB.,Unable to balance,Ya3vh,.29LB,Xa23O,R268,281016006
531,29LB.,Unable to balance,Ya3vh,.29LB,Xa23O,R268,304304009
532,29LB.,Unable to balance,Ya3vh,.29LB,Xa23O,R268,163691003
533,29LB.,Unable to balance,Ya3vh,.29LB,Xa23O,R268,304199000
534,29LB.,Unable to balance,Ya3vh,.29LB,Xa23O,R268,250016005
535,29LB.,Unable to balance,Ya3vh,.29LB,Xa23O,R268,304331007
536,29LB.,Unable to balance,Ya3vh,29LB.,Xa23O,R268,250025004
537,29LB.,Unable to balance,Ya3vh,29LB.,Xa23O,R268,281016006
538,29LB.,Unable to balance,Ya3vh,29LB.,Xa23O,R268,304304009
539,29LB.,Unable to balance,Ya3vh,29LB.,Xa23O,R268,163691003
540,29LB.,Unable to balance,Ya3vh,29LB.,Xa23O,R268,304199000
541,29LB.,Unable to balance,Ya3vh,29LB.,Xa23O,R268,250016005
542,29LB.,Unable to balance,Ya3vh,29LB.,Xa23O,R268,304331007
543,29LG.,Loss of equilibrium,Yaywi,29LG.,Xaez2,R268,250025004
544,29LG.,Loss of equilibrium,Yaywi,29LG.,Xaez2,R268,281016006
545,29LG.,Loss of equilibrium,Yaywi,29LG.,Xaez2,R268,304304009
546,29LG.,Loss of equilibrium,Yaywi,29LG.,Xaez2,R268,163691003
547,29LG.,Loss of equilibrium,Yaywi,29LG.,Xaez2,R268,304199000
548,29LG.,Loss of equilibrium,Yaywi,29LG.,Xaez2,R268,250016005
549,29LG.,Loss of equilibrium,Yaywi,29LG.,Xaez2,R268,304331007
550,ZV4L0,[V] Poor mobility,YMISL,ZV4L0,ZV4L0,R268,250025004
551,ZV4L0,[V] Poor mobility,YMISL,ZV4L0,ZV4L0,R268,281016006
552,ZV4L0,[V] Poor mobility,YMISL,ZV4L0,ZV4L0,R268,304304009
553,ZV4L0,[V] Poor mobility,YMISL,ZV4L0,ZV4L0,R268,163691003
554,ZV4L0,[V] Poor mobility,YMISL,ZV4L0,ZV4L0,R268,304199000
555,ZV4L0,[V] Poor mobility,YMISL,ZV4L0,ZV4L0,R268,250016005
556,ZV4L0,[V] Poor mobility,YMISL,ZV4L0,ZV4L0,R268,304331007
557,13CE.,Mobility poor,Y7DnY,.13CE,13CE.,Z740,316360006
558,13CE.,Mobility poor,Y7DnY,.13CE,13CE.,Z740,397941000000102
559,13CP.,Impaired mobility,YMG82,.13CP,Ua1nC,Z740,316360006
560,13CP.,Impaired mobility,YMG82,.13CP,Ua1nC,Z740,397941000000102
561,13CP.,Impaired mobility,YMG82,13CP.,Ua1nC,Z740,316360006
562,13CP.,Impaired mobility,YMG82,13CP.,Ua1nC,Z740,397941000000102
563,ZV4L0,[V] Poor mobility,YMISL,ZV4L0,ZV4L0,Z740,316360006
564,ZV4L0,[V] Poor mobility,YMISL,ZV4L0,ZV4L0,Z740,397941000000102
565,13E..,Accomodation unsuitable,YMJgQ,13E..,XE0oy,Z593,410371000000101
566,13EH.,Housing problems,Y7Dn5,13EH.,XE0oy,Z593,410371000000101
567,13F7.,Residential institution,Y7LUK,.13F7,XM0Kk,Z593,410371000000101
568,13F7.,Residential institution,Y7LUK,13F7.,XM0Kk,Z593,410371000000101
569,13E..,Accomodation unsuitable,YMJgQ,13E..,XE0oy,Z598,316188007
570,13EH.,Housing problems,Y7Dn5,13EH.,XE0oy,Z598,316188007
571,13FF.,Housing problems - eviction,Y7Dmb,.13FF,13FF.,Z598,316188007
572,13F2.,Lives alone - help available,Y7DmC,.13F2,13F2.,Z602,105529008
573,13F2.,Lives alone - help available,Y7DmC,.13F2,13F2.,Z602,161152002
574,13F3.,Lives alone -no help available,Y7DmD,.13F3,13F3.,Z602,105529008
575,13F3.,Lives alone -no help available,Y7DmD,.13F3,13F3.,Z602,161152002
576,13Fc.,Lives alone,YM1j3,13Fc.,XM0Ct,Z602,105529008
577,13Fc.,Lives alone,YM1j3,13Fc.,XM0Ct,Z602,161152002
578,13Fc.,Lives alone,YM1j3,1B1K.,XM0Ct,Z602,105529008
579,13Fc.,Lives alone,YM1j3,1B1K.,XM0Ct,Z602,161152002
580,1B1K.,Lives alone,YM1j3,13Fc.,XM0Ct,Z602,105529008
581,1B1K.,Lives alone,YM1j3,13Fc.,XM0Ct,Z602,161152002
582,1B1K.,Lives alone,YM1j3,1B1K.,XM0Ct,Z602,105529008
583,1B1K.,Lives alone,YM1j3,1B1K.,XM0Ct,Z602,161152002
584,13G4.,Social worker involved,Y7Dlz,.13G4,13G4.,Z719,443913008
585,67...,Health education,Y74xM,.67..,Xa0iG,Z719,443913008
586,67...,Health education,Y74xM,67...,Xa0iG,Z719,443913008
587,6721.,Patient counselled,Y74xa,.6721,6721.,Z719,443913008
588,673..,Person counselled by,Y74xe,.673.,XE1TI,Z719,443913008
589,673..,Person counselled by,Y74xe,673..,XE1TI,Z719,443913008
590,6737.,Counselled by a vol. worker,YMJl5,.6737,6737.,Z719,443913008
591,6737.,Counselled by a vol. worker,YMJl5,6737.,6737.,Z719,443913008
592,8C9..,Reassurance given,Y751g,.8C9.,8C9..,Z719,443913008
593,8C92.,Spouse reassured,Y751v,.8C92,8C92.,Z719,443913008
594,8C93.,Children reassured,Y751u,.8C93,8C93.,Z719,443913008
595,8C94.,Relatives reassured,Y751t,.8C94,8C94.,Z719,443913008
596,8C95.,Carer reassured,Y751p,.8C95,8C95.,Z719,443913008
597,8C96.,Neighbour reassured,Y751h,.8C96,8C96.,Z719,443913008
598,8CA..,Patient given advice,Y74yl,.8CA.,8CA..,Z719,443913008
599,8Cd..,Further patient given advice,Yasws,.8Cd.,8CA..,Z719,443913008
600,8Cd..,Further patient given advice,Yasws,8Cd..,8CA..,Z719,443913008
601,13H4.,Marital problems,Y7DkW,.13H4,XE0p7,F662,472991006
602,13H4.,Marital problems,Y7DkW,13H4.,XE0p7,F662,472991006
603,13H4.,Marital trouble,Y7DkX,13H4.,XE0p7,F662,472991006
604,Eu662,[X]Sexual relationship disorder,YMImB,Eu662,Eu662,F662,472991006
605,13H6.,Single parent,Y7Dkk,.13H6,XE0pB,Z601,67564005
606,13H6.,Single parent,Y7Dkk,.13H6,XE0pB,Z601,442691000000101
607,13H6.,Single parent,Y7Dkk,13H6.,XE0pB,Z601,67564005
608,13H6.,Single parent,Y7Dkk,13H6.,XE0pB,Z601,442691000000101
609,13HH.,Looks after chronically sick relative,Y7Dl1,13HH.,XE0pF,Z636,409030003
610,13HH.,Looks after chronically sick father,Y7Dl3,13HH.,XM1Zn,Z636,409030003
611,13HH.,Looks after chronically sick husband,Y7Dl4,13HH.,XM1Zo,Z636,409030003
612,13HH.,Looks after chronically sick mother,Y7Dl5,13HH.,XM1Zp,Z636,409030003
613,13HH.,Looks after chronically sick spouse,Y7Dl6,13HH.,XM1Zq,Z636,409030003
614,13HH.,Looks after chronically sick wife,Y7Dl7,13HH.,XM1Zr,Z636,409030003
615,918A2,Cares for a relative,YaVtS,918A2,Xa96e,Z636,409030003
616,13HL.,Social isolation,Y7DlG,.13HL,XE0pH,Z604,161152002
617,13HL.,Social isolation,Y7DlG,13HL.,XE0pH,Z604,161152002
618,13HL.,Family isolation,Y7DlH,13HL.,XE0pH,Z604,161152002
619,13HL.,Social outcast,Y7DlI,13HL.,XE0pH,Z604,161152002
620,13HL.,Cultural deprivation,Y7DlJ,13HL.,XE0pH,Z604,161152002
621,13HL.,Social isolation,Y7DlG,.13HL,XE0pH,Z605,316189004
622,13HL.,Social isolation,Y7DlG,13HL.,XE0pH,Z605,316189004
623,13HL.,Family isolation,Y7DlH,13HL.,XE0pH,Z605,316189004
624,13HL.,Social outcast,Y7DlI,13HL.,XE0pH,Z605,316189004
625,13HL.,Cultural deprivation,Y7DlJ,13HL.,XE0pH,Z605,316189004
626,13HL.,Social withdrawal,Y7D6O,13HL.,X760X,Z608,442691000000101
627,13HM.,Legal problem,Y7DlK,.13HM,XE0pI,Z653,105509007
628,13HM.,Legal problem,Y7DlK,.13HM,XE0pI,Z653,316220008
629,13HM.,Legal problem,Y7DlK,13HM.,XE0pI,Z653,105509007
630,13HM.,Legal problem,Y7DlK,13HM.,XE0pI,Z653,316220008
631,13HM.,Legal problem with separation,Y7DlL,13HM.,XM1ac,Z653,105509007
632,13HM.,Legal problem with separation,Y7DlL,13HM.,XM1ac,Z653,316220008
633,13HM.,Legal problem with divorce,Y7DlM,13HM.,XM1ad,Z653,105509007
634,13HM.,Legal problem with divorce,Y7DlM,13HM.,XM1ad,Z653,316220008
635,13HR.,On probation,Y7DlT,.13HR,13HR.,Z653,105509007
636,13HR.,On probation,Y7DlT,.13HR,13HR.,Z653,316220008
637,13Hg.,On conditional probation,Yan6Q,.13Hg,XaJx8,Z653,105509007
638,13Hg.,On conditional probation,Yan6Q,.13Hg,XaJx8,Z653,316220008
639,13Hg.,On conditional probation,Yan6Q,13Hg.,XaJx8,Z653,105509007
640,13Hg.,On conditional probation,Yan6Q,13Hg.,XaJx8,Z653,316220008
641,13I7.,Imprisonment of family member,Y7DkC,.13I7,13I7.,Z653,105509007
642,13I7.,Imprisonment of family member,Y7DkC,.13I7,13I7.,Z653,316220008
643,13W7.,Legal problem in family,Y7Dg9,.13W7,13W7.,Z653,105509007
644,13W7.,Legal problem in family,Y7Dg9,.13W7,13W7.,Z653,316220008
645,13HT1,Stress at home,Y7DlZ,13HT1,XE0pM,Z733,424582000
646,13HT1,Domestic stress,Y7Dla,13HT1,XE0pM,Z733,424582000
647,13HT2,Unable to cope,YaVJN,.13Hf,Xa00x,F488,16269008
648,13HT2,Unable to cope,YaVJN,13HT2,Xa00x,F488,16269008
649,13HT2,Unable to cope,YaVJN,13Hf.,Xa00x,F488,16269008
650,13Hf.,Unable to cope,YaVJN,.13Hf,Xa00x,F488,16269008
651,13Hf.,Unable to cope,YaVJN,13HT2,Xa00x,F488,16269008
652,13Hf.,Unable to cope,YaVJN,13Hf.,Xa00x,F488,16269008
653,168..,Fatigue - symptom,YM1jD,.168.,XM0D3,F488,16269008
654,168..,Fatigue - symptom,YM1jD,168..,XM0D3,F488,16269008
655,1B24.,Tic - symptom,Y7F0J,.1B24,E272.,F488,16269008
656,1B24.,Tic - symptom,Y7F0J,1B24.,E272.,F488,16269008
657,E20..,Neurotic disorders,YMIlR,E20..,E20..,F488,16269008
